index,review_text,review_rating,review_title
1407,My charger is spoils in 3 months need replacement,4.0 out of 5 stars,Need help
1408,Very bad experience with I phone XR very disappointing...,1.0 out of 5 stars,Not worth full at allllll
1409,Nice product but no discount made the deal bit expensive,4.0 out of 5 stars,Nice product
1410,After using 1 year quality okay but need to improve battery quality,4.0 out of 5 stars,Not satisfied
1411,"The phone is working properly but the headphones are not working. For a new device, it’s pretty surprising to see such a state. Not happy with the item",2.0 out of 5 stars,New iPhone XR headphone faulty
1412,I think this iphone xr is fake phone quality of sound  is not good,1.0 out of 5 stars,Duplicate phone
1413,"Great phone, value for money. Good battery backup. Battery recharging takes more time should include fast charger. Everything else is perfect.",5.0 out of 5 stars,Perfect one
1414,"I was using iPhone 8 and could see the Technology improvement with Xr. Amazing phone specially - Camera, Battery Life and the Face ID",5.0 out of 5 stars,Great Phone with great deal
1415,"Was delivered a faulty charger, went to the Apple store to get it checked and was told that it is a fake one.",1.0 out of 5 stars,Was delivered a fake charger.
1416,"Apple as usual very good with performance, good camera and good battery life. Worth upgrading from iPhone 6.",5.0 out of 5 stars,Amazing phone
1417,iPhone XR Decent phone worth for money !,5.0 out of 5 stars,iPhone XR
1418,Good phone in this range,4.0 out of 5 stars,"Good phone, great features"
1419,"This is an amazing phone. People who own an iPhone and are looking for an upgrade, this is the phone to get.",5.0 out of 5 stars,Amazing phone
1420,Got defective piece and phone ring is not working,1.0 out of 5 stars,Defective piece
1421,"Camera is not good for night photos, battery is amazing",4.0 out of 5 stars,Good phone
1422,Iphone XR is a great phone with excellent features. The Amazon sale made it a value for money proposition.,5.0 out of 5 stars,Value for money
1423,"i phone xr is best phone ever. Best display, good battery & camera. And face recognition is so fast. Best thing is budget smartphone",5.0 out of 5 stars,I m so happy to use this
1424,Premium Smartphone with good features,5.0 out of 5 stars,Premium Smartphone
1425,"Fake phone , Defected item but not return",1.0 out of 5 stars,defected item not return
1426,Awesome! Product with best price,5.0 out of 5 stars,Nice
1427,its great,5.0 out of 5 stars,go for it
1428,"Battery life is excellent,",5.0 out of 5 stars,Excellent choice
1429,After 4 moth used...its grate phone..battery life ++++++good..over all ..Happy to purchase form amazon.Good service/fast delivery 👌👌👌👌👍,5.0 out of 5 stars,Happy to purchase from amazon.
1430,Much better then mid range android phone of any brand. Good Betty life. Good ram management. Very very smooth OS. No lag in any application and game.,5.0 out of 5 stars,Best for first time apple user.
1431,"Its a fantastic phone to use, only disadvantage is its too heavy. I phones are generally famous for sliminess and lighter wts except this one.",5.0 out of 5 stars,Awesomeness apple XR
1432,At last i phone with relatively longer battery life!!!,5.0 out of 5 stars,Finally i phone with improved battery life
1433,I am loving it,5.0 out of 5 stars,Good
1434,My phone is yet not start plz help and guide it has been locked,1.0 out of 5 stars,Plz help
1435,"Super quality ,i loved it",5.0 out of 5 stars,strongly recommend
1436,Fantastic phone.My dream phone.,5.0 out of 5 stars,Apple iPhone XR
1437,It’s a good iPhone for that price range of less than ₹50k,5.0 out of 5 stars,Good phone as right price
1438,"Sometimes the phone hangs , battery life is good . Camera quality is good . Apple drops prices within a month of my purchase which is heart wrenching",4.0 out of 5 stars,XR review
1439,"At the net price of 37999/-, this was an instant buy. Found no problems and every things works great. Grab it fast, when less than 40000/-.",5.0 out of 5 stars,Deal of the season!!
1440,It's been 5 months that i have this device..,5.0 out of 5 stars,I'm very happy with XR
1441,This is the best phone I have bought till date. Awesome product and fantastic delivery by Amazon.,5.0 out of 5 stars,Great product
1442,Battery back up is not in expected range and camera quality is not better,3.0 out of 5 stars,iPhone XR
1443,"Not able to even power on, product is not in working condition",1.0 out of 5 stars,Damage / Defective product deliverd
1444,In 3 months it’s battery maximum capacity health reduced by 3%,4.0 out of 5 stars,In 3 months it’s battery maximum capacity health reduced by 3%
1445,"No issue with phone till now after usage of around 1 month. The battery life is quite good, for me full battery  lasts for 3 days.",5.0 out of 5 stars,"great phone, excellent battery backup."
1446,Sensor issue on this phone and amazon is not responding i am trying to reach out but no response from them.,1.0 out of 5 stars,Sensor issue.
1447,Very nice product by apple in affordable price..,5.0 out of 5 stars,Very satisfying..
1448,XR is great ...but I’m facing problem in Screenshot capture from past one month....rest all ok,4.0 out of 5 stars,Issue in screenshot capture
1449,"Wonderful product, sells itself. iPhone is great & wonderful quality",5.0 out of 5 stars,Just worth it
1450,Awesome product and delivery by Amazon is Great,5.0 out of 5 stars,Great work
1451,Overall good phone but camera quality and features less than expected. Front camera is quite average for a phone of 40k +,4.0 out of 5 stars,Ok ok
1452,No doubt best phone.. got it in beat deal.... what else u want. It's been 6 months going on well.,5.0 out of 5 stars,10-Oct
1453,Have been an apple user for years now and the battery life of this phone just bowled me over 😬😬,5.0 out of 5 stars,Good one
1454,Nice look,5.0 out of 5 stars,Nice product
1455,Value for money product by Apple. I used to use iPhone 7 before this so it took me sometime to get hang of this phone since there’s no home button.,4.0 out of 5 stars,Excellent Phone!
1456,Awesome,5.0 out of 5 stars,Fine
1457,Useless overpriced phone. Touch sensitivity is worst.,1.0 out of 5 stars,Useless overpriced phone
1458,Excellent product. Awesome battery life,5.0 out of 5 stars,Wonderful product
1459,Good battery as compared to old iPhone,4.0 out of 5 stars,Vgood
1460,Excellent performance very smooth operating system.  Thanks to apple.,5.0 out of 5 stars,Excellent phone
1461,Brilliant phone,5.0 out of 5 stars,Go for it just below 50k
1462,Top class camera quality and whole day battery life and lightening face recognition are the best features of iPhone XR,5.0 out of 5 stars,Buy it and have a piece of mind
1463,Good,5.0 out of 5 stars,5
1464,"yes, some software issues were there but it was not bothering me at all. Very comfortable phone.",4.0 out of 5 stars,best phone ever
1465,All good,5.0 out of 5 stars,Happy
1466,Satisfied will all the features,5.0 out of 5 stars,Awesome red
1467,Face recognition - fast and good,5.0 out of 5 stars,Good phone
1468,Face recognition not tried,5.0 out of 5 stars,"Great phone, value for money."
1469,simply awesome,5.0 out of 5 stars,awesome experience
1470,Awesome,5.0 out of 5 stars,Awesome
1471,Wonderful product... Super Graphic.. Just Amazing iphone Xr.,5.0 out of 5 stars,Nice
1472,"Good product, but little heavy and camera is just ok not as good as marketed",5.0 out of 5 stars,"Good product, bit heavy"
1473,"Battery life , call reception & call quality",5.0 out of 5 stars,Value for Money Product
1474,No performance issues until apple decides to tweak down the software just to make you buy their latest products,5.0 out of 5 stars,Excellent phone if bought at cheap prices
1475,Genuine mobile for new generation,5.0 out of 5 stars,Very nice
1476,Recognise my and my sis face,4.0 out of 5 stars,Face recognition not too good
1477,Should increase pixel of back camera,5.0 out of 5 stars,Value for money with satisfaction
1478,Seems very high value of this phone..as not found something really good features that makes us excitement.. but brand lovers always keep their brand loyalty..☺️,4.0 out of 5 stars,Nice phone.. but very high cost against quality
1479,Worth every penny but a little heavy and bulky,4.0 out of 5 stars,Great buy
1480,"The Face ID recognition is not working at all. I missed to figure it out with in the return period, now I need to get it done at the icare centre",3.0 out of 5 stars,Face ID recognition not working
1481,Best in iPhone,5.0 out of 5 stars,Xr 🍎
1482,"Except weight, everything is awesome",5.0 out of 5 stars,Fantasticoo
1483,Good enuf as per the cost,5.0 out of 5 stars,Doing ok
1484,I phone Xr Stopped working on 3rd day of purchase😡...if this kind of service Amazon’s provides during sales... then I should stop believing them,1.0 out of 5 stars,I phone XR stopped working on 3rd day of purchase😒
1485,I’m really happy with the phone it works properly and batter life is superb as compared to other iPhone I have used,5.0 out of 5 stars,Loving XR
1486,For apple products don’t won’t to talk Bcos I have one suggestion for all use the phone and get the feel of Real phone,5.0 out of 5 stars,Super product
1487,The multifunction display wasn’t functioning on the day 1,4.0 out of 5 stars,Amazon and apple need to be on 1 page regarding product warranty..
1488,The handset is very bulky to use . Much more was expected from Apple . I was earlier using iPhone 8 but seems wrong decesion upgrading the phone,3.0 out of 5 stars,IPhone XR
1489,Face unlocking is little slow and battery also,4.0 out of 5 stars,some minor problem that’s
1490,Awesome battery life fantastic sound quality but camera disappoints me bit ...better camera phones available in market with just 15k ..,4.0 out of 5 stars,Good battery but not worth for the camera at 50k
1491,Good one excellent features,5.0 out of 5 stars,Worth buy in 2019 also
1492,Everything is perfect,5.0 out of 5 stars,Perfect speed
1493,Beauty full iphone ☓r,4.0 out of 5 stars,Amazing ✌️ product
1494,"Battery life is good, classic iphone! - weight could have been lighter :/",5.0 out of 5 stars,Good phone!
1495,Mobile device is not upto the mark,2.0 out of 5 stars,"Regret buying product online from Amazon, mobile is getting heated up"
1496,Average quality. Some what slow,3.0 out of 5 stars,Average quality
1497,"The second best apple product i have ever used, the first one is still ipad pro",5.0 out of 5 stars,Best one
1498,Great Camera Quality. Great Performance,5.0 out of 5 stars,Great
1499,Awesome phone at affordable price..!! Not cheap but affordable..!!,5.0 out of 5 stars,Iphone xr
1500,This is my first iPhone and I’m loving it.,5.0 out of 5 stars,My first iPhone
